eventid,extended,enc_country,enc_region,enc_province,latitude,longitude,specificity,vicinity,doubtterr,multiple,success,suicide,enc_attacktype,enc_target,enc_nationality,enc_group,guncertain1,individual,enc_weapon_type,enc_weapon_subtype,killed,wounded,property,hostages/kidnapping,ransom,cross_border,ideological_international,INT_MISC,attack_date,unique_id,enc_city,enc_target_type,enc_target_subtype,enc_target_entity
198207210004,0,185,8,105,43.258434,-2.921819,1.0,0,1.0,0.0,1,0,2,4,127,Basque Fatherland and Freedom (ETA),0.0,0,2,16.0,0.0,3.0,1,0.0,0.0,0,1,0,1982-07-21,1883,793,9,49,7371
198207210005,0,159,3,80,-12.948146,-74.020842,1.0,0,0.0,0.0,1,0,0,3,106,Shining Path (SL),0.0,0,4,2.0,1.0,15.0,1,0.0,0.0,0,0,0,1982-07-21,1884,6481,12,70,11199
198207220001,0,43,3,936,-33.050125,-71.612251,1.0,0,0.0,0.0,1,0,2,21,22,Movement of the Revolutionary Left (MIR) (Chile),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-22,1885,6887,20,17,5105
198207220007,0,61,2,465,13.975556,-89.34,1.0,0,0.0,0.0,1,0,2,1,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-22,1886,5916,2,90,7778
198207220008,0,61,2,925,13.483333,-88.466667,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-22,1887,6040,20,17,13797
198207220010,0,43,3,936,-33.050125,-71.612251,1.0,0,0.0,0.0,1,0,3,21,22,Movement of the Revolutionary Left (MIR) (Chile),0.0,0,4,2.0,0.0,0.0,1,1.0,0.0,0,0,0,1982-07-22,1888,6887,20,17,3827
198207220011,0,159,3,465,-7.964542,-77.895639,1.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-07-22,1889,5188,13,21,898
198207220012,0,159,3,465,-7.910953,-77.907461,1.0,0,0.0,0.0,1,0,3,2,106,Shining Path (SL),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-22,1890,6081,6,25,13377
198207230002,0,160,5,254,6.750046,125.35626,1.0,0,0.0,0.0,1,0,1,2,107,New People's Army (NPA),0.0,0,4,5.0,2.0,1.0,0,0.0,0.0,0,0,0,1982-07-23,1892,1790,6,75,8004
198207240007,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,0,1,106,Shining Path (SL),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-07-24,1895,3767,2,31,14633
198207240009,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,7,146,Shining Path (SL),1.0,0,2,16.0,0.0,3.0,1,0.0,0.0,0,1,1,1982-07-24,1897,3767,5,18,12131
198207250001,0,61,2,795,13.973611,-89.218611,1.0,0,0.0,0.0,1,0,0,1,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-25,1898,2067,2,-1,4117
198207250002,0,61,2,925,13.43204,-88.592239,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-07-25,1899,5741,13,107,11744
198207250003,0,61,2,796,13.702621,-88.727772,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-07-25,1900,5995,13,107,11787
198207260002,0,61,2,465,13.676944,-89.279722,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-07-26,1901,6027,9,50,7354
198207270001,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,7,46,Shining Path (SL),1.0,0,2,16.0,0.0,2.0,1,0.0,0.0,0,1,1,1982-07-27,1903,3767,5,14,9851
198207270002,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,10,106,Shining Path (SL),1.0,0,2,16.0,0.0,0.0,0,0.0,0.0,0,0,0,1982-07-27,1904,3767,7,58,6243
198207270003,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,8,46,Shining Path (SL),1.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,1,1,1982-07-27,1905,3767,3,92,2030
198207270004,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),1.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-27,1906,3767,2,53,1915
198207270005,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,14,106,Shining Path (SL),1.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-27,1907,3767,13,79,1123
198207280004,0,159,3,490,-12.046374,-77.042793,4.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-28,1908,5723,20,17,5105
198207280005,0,159,3,490,-12.046374,-77.042793,4.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-28,1909,5723,20,17,5105
198207290004,0,159,3,708,-10.678719,-76.26074,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-07-29,1911,1299,20,17,3796
198207290005,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,19,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-07-29,1912,3767,18,7,1983
198207290007,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,3,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-07-29,1913,3767,12,72,2097
198207290009,0,61,2,926,13.447063,-88.556531,4.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,23.0,0.0,1,0.0,0.0,0,0,0,1982-07-29,1914,6824,9,50,7354
198207310002,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,146,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,1,1,1982-07-31,1916,3767,2,90,10444
198208010001,0,15,8,946,48.208174,16.373819,1.0,0,0.0,0.0,1,0,3,1,7,Palestine Liberation Organization (PLO),0.0,0,5,19.0,0.0,0.0,1,0.0,0.0,1,1,0,1982-08-01,1918,6945,2,6,12952
198208010005,0,45,3,935,3.429344,-76.516037,1.0,0,0.0,0.0,1,0,2,3,24,M-19 (Movement of April 19),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-01,1920,1047,12,70,14348
198208030002,0,45,3,375,2.925561,-75.290777,1.0,0,0.0,0.0,0,0,1,14,24,M-19 (Movement of April 19),0.0,0,2,16.0,0.0,1.0,0,0.0,0.0,0,0,0,1982-08-03,1924,4639,13,74,6081
198208030003,0,61,2,796,13.703735,-88.804566,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,,1,0.0,0.0,0,0,0,1982-08-03,1925,5877,13,107,15120
198208040003,0,97,10,402,31.771599,35.2034,1.0,0,0.0,0.0,0,0,2,2,63,Palestinians,0.0,0,2,16.0,0.0,0.0,0,0.0,0.0,1,0,0,1982-08-04,1927,3001,6,36,3269
198208040009,0,45,3,145,5.975153,-74.586142,1.0,0,0.0,0.0,1,0,1,10,24,Revolutionary Armed Forces of Colombia (FARC),0.0,0,4,2.0,2.0,0.0,0,0.0,0.0,0,0,0,1982-08-04,1931,5308,7,62,5833
198208040014,0,45,3,922,,,5.0,0,1.0,0.0,1,0,0,4,24,Revolutionary Armed Forces of Colombia (FARC),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1982-08-04,1932,6824,9,50,14070
198208040015,0,159,3,80,-13.698608,-74.115842,1.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,1.0,0.0,1,1.0,0.0,0,0,0,1982-08-04,1933,3809,13,107,15002
198208040016,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,1,0,3,8,106,Shining Path (SL),0.0,0,4,2.0,0.0,1.0,1,1.0,0.0,0,0,0,1982-08-04,1934,444,3,92,13074
198208050006,0,97,10,402,31.771599,35.2034,1.0,0,1.0,0.0,0,0,0,4,63,Palestinians,0.0,0,5,,0.0,0.0,1,0.0,0.0,1,0,0,1982-08-05,1935,3001,9,49,7295
198208050011,0,97,10,922,,,5.0,0,1.0,0.0,1,0,2,4,63,Palestinians,0.0,0,2,7.0,0.0,1.0,1,0.0,0.0,1,0,0,1982-08-05,1936,5679,9,50,5741
198208070001,0,45,3,935,3.583748,-76.495727,1.0,0,0.0,0.0,1,0,2,3,24,M-19 (Movement of April 19),0.0,0,2,16.0,5.0,0.0,1,0.0,0.0,0,0,0,1982-08-07,1938,7175,12,70,8894
198208070002,0,45,3,193,2.44186,-76.60617,1.0,0,0.0,0.0,1,0,2,3,24,M-19 (Movement of April 19),1.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-07,1939,5216,12,70,8894
198208080004,0,185,8,192,41.400635,2.150913,1.0,0,0.0,0.0,1,0,2,1,146,Basque Fatherland and Freedom (ETA),1.0,0,2,16.0,,,1,0.0,0.0,0,1,1,1982-08-08,1940,606,2,90,10441
198208080005,0,185,8,523,40.465595,-3.696263,1.0,0,0.0,0.0,1,0,2,1,146,Basque Fatherland and Freedom (ETA),1.0,0,2,16.0,,,1,0.0,0.0,0,1,1,1982-08-08,1941,3994,2,53,1603
198208080006,0,185,8,105,43.32412,-1.929857,1.0,0,0.0,0.0,0,0,2,3,127,Basque Fatherland and Freedom (ETA),0.0,0,2,16.0,0.0,11.0,0,0.0,0.0,0,1,0,1982-08-08,1942,5029,12,72,8548
198208080007,0,61,2,794,13.766667,-88.266667,1.0,0,0.0,0.0,1,0,0,2,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-08-08,1943,1506,6,-1,2802
198208100003,0,137,11,922,,,5.0,0,0.0,0.0,1,0,2,19,87,Mozambique National Resistance Movement (MNR),0.0,0,2,11.0,14.0,50.0,1,0.0,0.0,0,0,0,1982-08-10,1947,6824,18,104,11871
198208120003,0,603,8,661,55.011562,-7.312045,1.0,0,1.0,0.0,1,0,0,4,46,Irish Republican Army (IRA),1.0,0,4,5.0,0.0,0.0,1,0.0,0.0,0,0,1,1982-08-12,1950,3844,9,50,13137
198208130001,0,159,3,80,-12.7275,-74.125,2.0,0,0.0,0.0,1,0,1,10,106,Shining Path (SL),0.0,0,4,2.0,2.0,0.0,0,0.0,0.0,0,0,0,1982-08-13,1952,1173,7,58,6040
198208130002,0,159,3,80,-13.012617,-73.980897,1.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-08-13,1953,5903,13,107,15124
198208130003,0,159,3,80,-13.218358,-74.042507,1.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-13,1954,40,13,107,14828
198208130004,0,159,3,922,,,5.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-08-13,1955,5834,13,107,15111
198208140001,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,0.0,1,0,2,2,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,11.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-14,1957,5955,6,25,7494
198208140002,0,61,2,796,13.723215,-88.819097,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,0.0,1,0.0,0.0,0,0,0,1982-08-14,1958,5957,13,107,11783
198208140003,0,61,2,466,13.5,-88.866667,1.0,0,1.0,0.0,1,0,2,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,3.0,1,0.0,0.0,0,0,0,1982-08-14,1959,7187,9,50,7332
198208150001,0,61,2,465,13.876111,-89.359722,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-15,1960,5852,20,17,13797
198208150002,0,61,2,465,13.876111,-89.359722,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-15,1961,5852,20,17,5105
198208150003,0,61,2,245,13.933732,-89.025836,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-15,1962,6384,9,50,7354
198208170001,0,159,3,32,-5.757315,-78.445286,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-17,1963,499,2,6,1569
198208170002,0,159,3,32,-5.757315,-78.445286,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,,,1,0.0,0.0,0,0,0,1982-08-17,1964,499,2,6,1546
198208180002,0,61,2,796,13.702621,-88.727772,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-18,1965,5995,9,49,7364
198208190001,0,61,2,796,13.685155,-88.787642,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1966,5792,20,17,5105
198208190002,0,61,2,245,13.733333,-88.883333,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1967,5944,20,17,5105
198208190003,0,61,2,796,13.536835,-88.780584,1.0,0,0.0,0.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1968,6546,20,17,13797
198208190005,0,110,10,115,33.888523,35.503513,1.0,0,0.0,0.0,1,0,2,2,71,Palestinians,0.0,0,2,15.0,0.0,0.0,1,0.0,0.0,1,1,0,1982-08-19,1970,679,6,25,6375
198208190006,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1971,3767,2,6,1566
198208190011,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,14,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1972,3767,13,81,11448
198208190012,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1973,3767,2,90,7190
198208190013,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1974,3767,2,90,7190
198208190014,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,,,1,0.0,0.0,0,0,0,1982-08-19,1975,3767,2,90,14021
198208190015,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,14,106,Shining Path (SL),0.0,0,5,,,,1,0.0,0.0,0,0,0,1982-08-19,1976,3767,13,40,3059
198208190016,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,,,1,0.0,0.0,0,0,0,1982-08-19,1977,3767,2,90,10968
198208190017,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,14,106,Shining Path (SL),0.0,0,5,,,,1,0.0,0.0,0,0,0,1982-08-19,1978,3767,13,40,3057
198208190019,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1979,3767,2,90,3854
198208190026,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1980,3767,20,17,5105
198208190027,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1981,1077,20,17,5105
198208190028,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1982,1077,20,17,5105
198208190029,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1983,6961,20,17,5105
198208190030,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1984,6961,20,17,5105
198208190033,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1985,3767,6,25,14091
198208190034,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-19,1986,3767,6,25,14243
198208190035,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-19,1987,3767,2,90,13520
198208200005,0,61,2,796,13.64121,-88.785423,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,6.0,1,0.0,0.0,0,0,0,1982-08-20,1988,5961,9,50,7332
198208200006,0,61,2,796,13.64121,-88.785423,1.0,0,0.0,0.0,1,0,0,1,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1989,5961,2,20,6207
198208200007,0,61,2,466,13.5,-88.866667,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1982-08-20,1990,7187,9,50,7354
198208200008,0,61,2,796,13.702621,-88.727772,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,5.0,1,0.0,0.0,0,0,0,1982-08-20,1991,5995,9,50,7354
198208200009,0,61,2,796,13.755754,-88.73273,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,30.0,0.0,1,0.0,0.0,0,0,0,1982-08-20,1992,215,9,50,7354
198208200010,0,61,2,796,13.653775,-88.681393,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1993,5793,9,50,7354
198208200011,0,61,2,796,13.664223,-88.660622,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1994,5919,9,50,7354
198208200012,0,61,2,922,,,5.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-20,1995,5816,9,50,7354
198208200013,0,61,2,796,13.723215,-88.819097,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1996,5957,9,50,7354
198208200014,0,61,2,796,13.718815,-88.854604,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1997,6046,9,50,7354
198208200015,0,61,2,796,13.536835,-88.780584,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,1.0,1,0.0,0.0,0,0,0,1982-08-20,1998,6546,13,107,2794
198208200016,0,61,2,245,13.716667,-88.933333,1.0,0,0.0,0.0,1,0,0,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-20,1999,1535,20,17,4839
198208200017,0,61,2,796,13.702621,-88.727772,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,1.0,1,0.0,0.0,0,0,0,1982-08-20,2000,5995,9,50,7332
198208200018,0,159,3,490,-12.982778,-75.801944,2.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,4.0,0.0,0,0.0,0.0,0,0,0,1982-08-20,2001,1586,13,105,8599
198208200020,1,92,6,752,26.292047,73.032411,1.0,0,-9.0,0.0,1,0,4,6,57,Sikh Extremists,0.0,0,4,3.0,1.0,1.0,0,1.0,1.0,0,0,0,1982-08-20,2003,3026,1,1,1832
198208220004,0,159,3,80,-13.65311,-73.95396,1.0,0,0.0,0.0,1,0,2,3,106,Shining Path (SL),0.0,0,4,2.0,41.0,3.0,1,0.0,0.0,0,0,0,1982-08-22,2008,6953,12,71,2877
198208230002,0,110,10,115,33.888523,35.503513,1.0,0,0.0,0.0,1,0,2,2,63,Palestinians,0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,1,0,1,1982-08-23,2009,679,6,25,4728
198208230005,0,43,3,802,-33.366238,-70.505302,1.0,0,0.0,0.0,1,0,2,3,22,Movement of the Revolutionary Left (MIR) (Chile),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-23,2010,6033,12,70,14327
198208230006,0,43,3,802,-33.366238,-70.505302,1.0,0,0.0,0.0,1,0,2,2,22,Movement of the Revolutionary Left (MIR) (Chile),0.0,0,2,16.0,1.0,0.0,1,0.0,0.0,0,0,0,1982-08-23,2011,6033,6,25,14118
198208230010,0,159,3,80,-13.65311,-73.95396,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1982-08-23,2012,6953,2,90,14636
198208230012,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-23,2013,444,20,17,14414
198208230013,0,61,2,598,13.663669,-88.172009,1.0,0,0.0,0.0,1,0,5,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,1.0,0.0,0,0,0,1982-08-23,2014,7115,13,107,11841
198208240002,0,159,3,80,-12.939782,-74.247478,1.0,0,0.0,0.0,1,0,2,19,106,Shining Path (SL),1.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-24,2015,2756,18,7,10066
198208240003,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-24,2016,444,20,17,5088
198208250002,0,159,3,80,-12.939782,-74.247478,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-25,2017,2756,20,17,5077
198208260001,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,0.0,1,0,2,19,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-26,2018,5955,18,7,3566
198208260002,0,185,8,105,43.35441,-2.846714,1.0,0,0.0,0.0,1,0,2,1,127,Basque Fatherland and Freedom (ETA),0.0,0,2,16.0,2.0,1.0,1,0.0,0.0,0,1,0,1982-08-26,2019,4505,2,6,1625
198208260005,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,1,0,1,3,106,Shining Path (SL),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,0,1982-08-26,2021,444,12,73,2828
198208260008,0,603,8,661,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,1,14,99,Ulster Freedom Fighters (UFF),0.0,0,4,5.0,1.0,,0,0.0,0.0,0,0,1,1982-08-26,2023,701,13,87,4363
198208270008,0,159,3,407,-11.371389,-75.318611,2.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,28.0,0.0,1.0,1,0.0,0.0,0,0,0,1982-08-27,2025,1055,2,31,4638
198208270009,0,61,2,798,14.125746,-89.495479,1.0,0,0.0,0.0,1,0,2,19,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,28.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-27,2026,6586,18,104,3714
198208270010,0,603,8,661,54.347539,-6.656108,1.0,0,0.0,0.0,1,0,1,4,99,Irish Republican Army (IRA),0.0,0,2,16.0,1.0,,1,0.0,0.0,0,0,1,1982-08-27,2027,369,9,47,12915
198208290001,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,0.0,1,0,2,16,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-29,2028,5955,15,97,11316
198208290002,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,0.0,1,0,2,16,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-29,2029,5955,15,97,11316
198208290005,0,159,3,378,-14.845208,-74.944076,1.0,0,0.0,0.0,1,0,1,2,106,Shining Path (SL),0.0,0,4,5.0,1.0,0.0,0,0.0,0.0,0,0,0,1982-08-29,2031,6989,6,75,12584
198208300001,0,159,3,490,-11.86707,-77.077373,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-30,2032,5299,20,17,5118
198208300002,0,159,3,490,-11.86707,-77.077373,1.0,0,0.0,0.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1982-08-30,2033,5299,20,17,5090
198208300003,0,159,3,378,-14.063467,-75.729381,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-30,2034,2830,2,6,1612
198208300004,0,159,3,378,-14.063467,-75.729381,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1982-08-30,2035,2830,6,25,9721
