eventid,extended,enc_country,enc_region,enc_province,latitude,longitude,specificity,vicinity,doubtterr,multiple,success,suicide,enc_attacktype,enc_target,entity,enc_nationality,enc_group,motive,guncertain1,individual,nperpcap,claimed,enc_weapon_type,enc_weapon_subtype,killed,nkillus,nkillter,wounded,nwoundus,nwoundte,property,hostages/kidnapping,cross_border,ideological_international,INT_MISC,attack_date,unique_id,enc_city,enc_target_type,enc_target_subtype,enc_target_entity
199802120001,0,6,10,39,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,0.0,0,0.0,0.0,2,14.0,2.0,0.0,0.0,28.0,0.0,0.0,0,0.0,0,0,0,1998-02-12,2051,177,13,104,3641
199802130001,0,185,8,663,42.530333,-1.674269,1.0,0,0.0,0.0,0,0,2,1,,133,Basque Fatherland and Freedom (ETA),Unknown,0.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1998-02-13,2053,5325,2,-1,3113
199802150001,0,186,6,319,9.136988,80.445169,1.0,0,1.0,0.0,1,0,2,4,Sri Lankan Army,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,,0.0,2,11.0,20.0,0.0,,115.0,0.0,,0,0.0,0,0,0,1998-02-15,2055,3437,9,49,8887
199802150019,0,110,10,891,33.4925,35.587222,1.0,0,0.0,0.0,1,0,2,19,Road Infrastructure of Southern Lebanon,84,Hezbollah,Unknown,0.0,0,0.0,1.0,2,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,1,0,1998-02-15,2069,2715,18,30,1009
199802180001,0,8,11,145,-13.430885,14.283108,1.0,0,0.0,0.0,1,0,0,3,Angolan Police,3,National Union for the Total Independence of Angola (UNITA),Unknown,0.0,0,0.0,0.0,4,5.0,5.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0,0,0,1998-02-18,2070,1133,12,74,2574
199802200004,0,6,10,948,35.37849,1.32569,1.0,1,1.0,0.0,1,0,2,9,Water tower,2,Algerian Islamic Extremists,It is suspected that this attack was part of a calculated campaign by Algerian Islamic extremists to destabilize the country by sabotaging utilities.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-02-20,2074,5502,4,107,8677
199802210003,0,185,8,216,43.46096,-3.807934,1.0,0,0.0,0.0,0,0,2,2,Spanish Popular Party,133,Basque Fatherland and Freedom (ETA),Unknown,1.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1998-02-21,2075,4877,6,76,7841
199802230001,0,45,3,220,2.113188,-74.769206,1.0,0,0.0,0.0,1,0,2,14,Civilians,29,Revolutionary Armed Forces of Colombia (FARC),Unknown,1.0,0,0.0,0.0,2,14.0,4.0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,1998-02-23,2076,4839,13,104,3817
199802230002,0,186,6,705,9.82486,80.236347,1.0,1,1.0,0.0,1,1,2,4,Sri Lankan Navy,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,1.0,2,15.0,54.0,0.0,8.0,,0.0,,1,0.0,0,0,0,1998-02-23,2077,4360,9,48,378
199802250001,0,186,6,705,9.619772,80.267847,1.0,0,1.0,0.0,1,0,2,4,Sri Lankan Navy,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,16.0,4.0,0.0,4.0,,0.0,,0,0.0,0,0,0,1998-02-25,2080,2821,9,46,6961
199802250003,0,213,11,705,2.772404,32.288073,1.0,1,0.0,0.0,1,0,0,2,Ugandan Postal System,150,Lord's Resistance Army (LRA),Unknown,0.0,0,0.0,0.0,4,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,1998-02-25,2082,2147,6,27,11139
199802250005,0,6,10,38,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,19,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,11.0,0.0,0.0,0.0,13.0,0.0,0.0,1,0.0,0,0,0,1998-02-25,2083,177,18,8,2088
199802260002,0,186,6,319,9.136988,80.445169,1.0,0,1.0,0.0,1,0,0,4,Sri Lankan Army,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,,0.0,4,2.0,37.0,0.0,0.0,,0.0,,0,0.0,0,0,0,1998-02-26,2084,3437,9,49,8914
199802260003,0,8,11,560,-9.515742,17.816656,1.0,0,1.0,0.0,1,0,0,14,Civilians,3,National Union for the Total Independence of Angola (UNITA),Unknown,0.0,0,0.0,0.0,4,5.0,4.0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,1998-02-26,2085,5857,13,104,3487
199802270005,0,110,10,891,33.309864,35.290858,2.0,0,1.0,0.0,1,0,0,4,Israeli Security Forces,71,Hezbollah,Unknown,0.0,0,,0.0,4,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,1,1,1998-02-27,2086,2014,9,49,5891
199803030002,0,45,3,209,5.08414,-75.7903,1.0,0,0.0,1.0,1,0,2,3,Counter Narcotics Base,29,Revolutionary Armed Forces of Colombia (FARC),Unknown,0.0,0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-03-03,2089,4799,12,71,4347
199803030003,0,45,3,185,5.19688,-73.14554,1.0,0,0.0,1.0,1,0,2,3,Counter Narcotics Base,29,Revolutionary Armed Forces of Colombia (FARC),Unknown,0.0,0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-03-03,2090,3635,12,71,4346
199803030004,0,6,10,607,35.948087,2.823179,1.0,1,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,0.0,0.0,2,16.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,1998-03-03,2091,3712,13,104,4032
199803040001,0,6,10,39,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,8,Abdewachmane Kaouadj School,2,Armed Islamic Group (GIA),Unknown,1.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,0,0,1998-03-04,2092,177,3,92,1786
199803050002,0,160,5,123,6.681959,121.985477,1.0,0,0.0,0.0,1,0,2,3,Philippine Police,113,Abu Sayyaf Group (ASG),Unknown,1.0,0,0.0,0.0,2,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0.0,0,0,0,1998-03-05,2093,2363,12,71,7509
199803050003,0,186,6,1021,6.941837,79.861687,1.0,0,0.0,1.0,1,1,2,19,Sri Lankan Busing System,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,3.0,0.0,2,13.0,37.0,0.0,1.0,260.0,0.0,0.0,1,0.0,0,0,0,1998-03-05,2094,1385,18,8,529
199803050004,0,186,6,319,9.040794,80.582727,1.0,0,1.0,1.0,1,0,2,4,Sri Lankan Navy,134,Liberation Tigers of Tamil Eelam (LTTE),In order to free comrades that were arrested in connection with Sri Lankan bus bombing (cf: 199803060002),0.0,0,0.0,0.0,2,8.0,9.0,0.0,0.0,5.0,0.0,0.0,1,0.0,0,0,0,1998-03-05,2095,3847,9,49,8876
199803050005,0,6,10,650,36.193709,3.236994,1.0,0,0.0,0.0,1,0,2,8,,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,1.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,1998-03-05,2096,964,3,92,1774
199803070003,0,6,10,38,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,19,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,-99.0,0.0,2,7.0,0.0,0.0,0.0,12.0,0.0,0.0,1,0.0,0,0,0,1998-03-07,2097,177,18,8,2088
199803090003,0,186,6,687,7.775413,81.606247,1.0,0,0.0,0.0,1,0,2,14,Civilians,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,16.0,6.0,0.0,0.0,30.0,0.0,0.0,1,0.0,0,0,0,1998-03-09,2098,1832,13,105,4036
199803090004,0,186,6,319,8.577826,81.218719,1.0,0,0.0,0.0,1,0,2,3,Sri Lankan Police,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,11.0,3.0,0.0,0.0,5.0,0.0,0.0,1,0.0,0,0,0,1998-03-09,2099,5603,12,71,7541
199803110001,0,186,6,319,8.577826,81.218719,1.0,0,1.0,0.0,1,1,2,4,Sri Lankan Navy,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,15.0,4.0,0.0,2.0,5.0,0.0,0.0,1,0.0,0,0,0,1998-03-11,2101,5603,9,48,8880
199803110002,0,186,6,319,9.136988,80.445169,1.0,0,1.0,0.0,1,0,2,4,Sri Lankan Army,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-03-11,2102,3437,9,49,8853
199803140004,0,186,6,319,9.136988,80.445169,1.0,0,1.0,0.0,1,0,2,4,Sri Lankan Military,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,,0.0,2,11.0,30.0,0.0,,100.0,0.0,,1,0.0,0,0,0,1998-03-14,2108,3437,9,49,8874
199803140005,0,6,10,38,36.71499,3.05002,1.0,0,0.0,0.0,1,0,2,8,High school,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1998-03-14,2109,853,3,92,5283
199803180001,0,6,10,848,34.840752,0.149473,1.0,0,0.0,0.0,1,0,2,2,Algerian bureaucrats,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic to intimidate members of the Algerian government.,,0,0.0,0.0,2,16.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-03-18,2110,4731,6,76,2020
199803200001,1,160,5,123,6.486859,121.913314,1.0,0,0.0,0.0,1,0,2,14,Village of Abungabung,113,Abu Sayyaf Group (ASG),"In retaliation for the death of the Abu Sayyaf Group (ASG) leader, Wahid Saylani.",0.0,0,0.0,0.0,4,5.0,2.0,0.0,0.0,8.0,0.0,0.0,-9,1.0,0,0,0,1998-03-20,2111,35,13,106,11286
199803220002,0,6,10,181,36.727778,3.553889,1.0,0,0.0,0.0,1,0,2,8,School,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1998-03-22,2116,5478,3,92,8469
199803230002,0,45,3,999,4.423445,-69.287753,4.0,0,0.0,0.0,1,0,0,3,Columbian Police,29,Revolutionary Armed Forces of Colombia (FARC),Unknown,0.0,0,0.0,0.0,4,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0.0,0,0,0,1998-03-23,2117,5670,12,73,6903
199803260001,0,45,3,222,5.758927,-71.572395,4.0,0,0.0,0.0,1,0,2,21,British Petroleum (BP),57,Revolutionary Armed Forces of Colombia (FARC),Unknown,0.0,0,0.0,0.0,2,28.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,1,1,1998-03-26,2119,1426,20,62,3028
199803270001,0,185,8,124,43.291618,-1.977903,1.0,0,0.0,0.0,1,0,2,4,Spanish Military,133,Basque Fatherland and Freedom (ETA),Unknown,1.0,0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,1998-03-27,2120,1669,9,46,3420
199803270003,1,6,10,305,35.352153,3.361564,1.0,0,0.0,0.0,1,0,0,14,Civilians,2,Armed Islamic Group (GIA),Unknown,0.0,0,0.0,0.0,6,23.0,52.0,0.0,0.0,,0.0,0.0,-9,1.0,0,0,0,1998-03-27,2122,2171,13,104,8184
199803280001,0,6,10,974,,,5.0,1,1.0,0.0,1,0,2,4,Algerian security forces,2,Algerian Islamic Extremists,It is suspected that this attack was part of a calculated campaign by Islamic extremists to destabilize Algeria by weakening security forces defending the 'apostate' Algerian government.,,0,0.0,0.0,2,16.0,5.0,0.0,0.0,,0.0,0.0,-9,0.0,0,0,0,1998-03-28,2123,2874,9,52,2188
199803300001,0,155,10,1014,31.907141,35.198219,1.0,0,0.0,0.0,1,1,2,14,Civilians,157,Hamas (Islamic Resistance Movement),Unknown,0.0,0,0.0,1.0,2,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-03-30,2125,4552,13,83,5786
199804020002,0,6,10,724,35.85,-0.316667,1.0,0,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,15.0,0.0,0.0,,7.0,0.0,,1,0.0,0,0,0,1998-04-02,2129,333,13,104,8171
199804050001,0,6,10,567,35.67481,4.03938,1.0,0,0.0,0.0,1,0,0,14,Civilians,2,Armed Islamic Group (GIA),Unknown,0.0,0,,0.0,4,2.0,8.0,0.0,0.0,,0.0,0.0,1,0.0,0,0,0,1998-04-05,2131,5095,13,106,686
199804060005,0,97,10,705,33.278407,35.578808,1.0,1,0.0,1.0,1,0,2,14,Civilians,84,Hezbollah,Unknown,1.0,0,,0.0,2,8.0,1.0,0.0,0.0,3.0,0.0,0.0,1,0.0,1,1,1,1998-04-06,2132,3599,13,104,3985
199804060006,0,110,10,47,33.233416,35.516795,1.0,0,0.0,1.0,0,0,2,4,Israeli Security Forces,84,Hezbollah,To kill IDF soldiers searching for bombs.,1.0,0,,0.0,2,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,1,0,1998-04-06,2133,3483,9,49,5804
199804100001,0,209,10,434,41.106178,28.689863,1.0,0,0.0,0.0,1,0,2,18,Tourists,97,Kurdistan Workers' Party (PKK),Unknown,0.0,0,2.0,0.0,2,16.0,0.0,0.0,0.0,9.0,0.0,0.0,-9,0.0,0,1,1,1998-04-10,2137,2378,17,102,10670
199804100002,0,6,10,961,36.73914,3.901676,1.0,1,0.0,0.0,1,0,0,2,Member of the Socialist Forces' Front,2,Algerian Islamic Extremists,Part of campaign by Islamic extremists to intimidate members of the Socialist Forces' Front.,,0,0.0,0.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,0,0,1998-04-10,2138,5322,6,76,8002
199804130002,0,186,6,705,9.666399,80.020477,1.0,0,0.0,0.0,1,0,2,14,,134,Liberation Tigers of Tamil Eelam (LTTE),Specific motive is unknown but the military states that the incident was intended to disrupt the holiday.  The Liberation Tigers of Tamil Eelam (LTTE) state that the military staged the incident in order to implicate the LTTE.,1.0,0,0.0,0.0,2,7.0,1.0,0.0,0.0,15.0,0.0,0.0,-9,0.0,0,0,0,1998-04-12,2139,2401,13,42,3871
199804140002,0,186,6,319,8.410029,81.26737,1.0,0,0.0,1.0,1,0,2,3,Sri Lankan Police,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,,0.0,2,12.0,2.0,0.0,0.0,,0.0,0.0,1,0.0,0,0,0,1998-04-14,2141,4140,12,71,7542
199804140003,0,186,6,319,8.410029,81.26737,1.0,0,0.0,1.0,1,0,2,3,Sri Lankan Police,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,,0.0,2,12.0,2.0,0.0,0.0,,0.0,0.0,1,0.0,0,0,0,1998-04-14,2142,4140,12,71,7542
199804210002,0,6,10,161,36.480453,2.83388,1.0,0,0.0,0.0,1,0,2,4,Algerian Army,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,11.0,5.0,0.0,0.0,40.0,0.0,0.0,1,0.0,0,0,0,1998-04-21,2146,876,9,49,2004
199804250001,0,6,10,161,36.56522,3.153934,1.0,0,1.0,0.0,1,0,2,4,Algerian Army,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,16.0,10.0,0.0,4.0,,0.0,,1,0.0,0,0,0,1998-04-25,2148,3110,9,49,2005
199804280004,0,186,6,1021,6.941837,79.861687,1.0,0,0.0,0.0,1,0,2,1,NTT Group,75,Liberation Tigers of Tamil Eelam (LTTE),To attack and disrupt economic infrastructure.,1.0,0,,0.0,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,1,1998-04-28,2150,1385,2,55,6881
199804300006,0,6,10,952,36.478172,2.563933,1.0,0,0.0,0.0,1,0,2,14,May Day workers' celebrations,2,Algerian Islamic Extremists,To protest against Algerians celebrating May Day.,,0,0.0,0.0,2,16.0,1.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,1998-04-30,2153,2195,13,83,2068
199805060001,0,185,8,663,42.815372,-1.653616,1.0,0,0.0,0.0,1,0,1,2,Union of the People of Navarra Party (UPN),133,Basque Fatherland and Freedom (ETA),Unknown,0.0,0,1.0,0.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1998-05-06,2159,4189,6,76,10652
199805070002,0,6,10,952,36.508209,2.412089,1.0,0,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,20.0,0.0,0.0,-9,0.0,0,0,0,1998-05-07,2160,2177,13,83,2100
199805070003,0,6,10,181,36.88145,3.83344,1.0,0,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Armed Islamic Group (GIA),Part of a campaign by the GIA to destabilize Algeria by killing civilians at random.,1.0,0,0.0,0.0,2,16.0,2.0,0.0,0.0,7.0,0.0,0.0,-9,0.0,0,0,0,1998-05-07,2161,938,13,83,2093
199805080001,0,110,10,891,33.4925,35.587222,1.0,0,0.0,0.0,1,1,2,17,South Lebanon Army (SLA),84,Hezbollah,Unknown,0.0,0,,1.0,2,13.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0,1,0,1998-05-08,2162,2715,16,61,11462
199805090002,0,185,8,124,42.84964,-2.692359,1.0,0,0.0,0.0,1,0,0,4,Spanish Civil Guard,133,Basque Fatherland and Freedom (ETA),"This attack was meant to prove that the ETA was still a powerful organization and to prove that the police strikes on ETA in Andalucia, San Sebastian, and Bilbao had not affected its ""armed struggle.""",0.0,0,0.0,0.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,1,0,1998-05-09,2165,5776,9,49,8224
199805090004,0,6,10,38,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,15.0,0.0,0.0,-9,0.0,0,0,0,1998-05-09,2166,177,13,83,2088
199805100004,0,6,10,160,,,5.0,1,0.0,0.0,1,0,2,19,Passenger train,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by sabotaging transportation and killing civilians at random.,,0,0.0,0.0,2,16.0,3.0,0.0,0.0,20.0,0.0,0.0,1,0.0,0,0,0,1998-05-10,2167,2210,18,103,7302
199805120001,0,6,10,39,36.387222,5.413611,1.0,0,0.0,0.0,1,0,0,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,6,23.0,22.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,1998-05-12,2171,4586,13,32,8159
199805120002,0,45,3,164,4.667128,-74.106056,1.0,0,0.0,0.0,1,0,0,4,Retired General,29,National Liberation Army of Colombia (ELN),Unknown,0.0,0,0.0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1998-05-12,2172,888,9,49,8221
199805130002,0,167,9,247,43.320229,45.654491,1.0,0,0.0,0.0,1,0,1,2,Russian Prosecutor's Office,120,Chechen Rebels,Unknown,1.0,0,,0.0,2,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-05-13,2175,2112,6,38,3297
199805130003,0,6,10,160,36.480453,2.83388,1.0,0,0.0,0.0,1,0,2,1,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,9.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0.0,0,0,0,1998-05-13,2176,876,2,-1,2092
199805140001,0,186,6,705,9.82486,80.236347,1.0,0,1.0,0.0,1,1,2,4,Sri Lankan Military,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,0.0,0.0,2,13.0,4.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-05-14,2177,4360,9,49,8866
199805170001,0,186,6,705,9.666399,80.020477,1.0,0,0.0,0.0,1,0,1,2,Mayor of Jaffna,134,Liberation Tigers of Tamil Eelam (LTTE),"To remove the Mayor from office, as she refused to step down.",0.0,0,,1.0,4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1998-05-17,2178,2401,6,28,8441
199805170007,0,6,10,848,34.840752,0.149473,1.0,1,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,2,16.0,2.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,0,0,1998-05-17,2181,4731,13,83,2082
199805200001,0,6,10,38,36.716172,3.15036,1.0,0,0.0,0.0,1,0,2,19,Railway station,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by sabotaging transportation and killing civilians at random.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,2.0,0.0,0.0,-9,0.0,0,0,0,1998-05-20,2182,177,18,103,4602
199805210007,0,45,3,840,7.060051,-73.853115,1.0,0,0.0,0.0,1,0,2,2,Political Candidate Headquarters,29,Revolutionary Armed Forces of Colombia (FARC),To disrupt the upcoming elections.,1.0,0,,0.0,2,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,0,0,1998-05-21,2183,617,6,76,7809
199805220001,0,6,10,39,36.763763,3.055413,1.0,0,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,16.0,16.0,0.0,0.0,60.0,0.0,0.0,1,0.0,0,0,0,1998-05-22,2184,177,13,104,8211
199805260001,0,6,10,39,36.266667,2.216667,1.0,0,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,16.0,7.0,0.0,0.0,8.0,0.0,0.0,1,0.0,0,0,0,1998-05-26,2185,2772,13,104,8210
199805270001,0,6,10,161,36.480499,2.833905,4.0,0,0.0,0.0,1,0,2,14,Civilians,2,Armed Islamic Group (GIA),Unknown,1.0,0,,0.0,2,16.0,11.0,0.0,0.0,50.0,0.0,0.0,1,0.0,0,0,0,1998-05-27,2186,5670,13,104,8181
199806030001,0,209,10,303,38.103568,40.539012,2.0,0,0.0,1.0,1,0,2,1,Fatih Coffeehouse,149,Kurdistan Workers' Party (PKK),Unknown,1.0,0,0.0,0.0,2,7.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0.0,0,0,0,1998-06-03,2190,2950,2,90,4792
199806030002,0,209,10,434,41.106178,28.689863,1.0,0,0.0,1.0,1,0,2,19,Turkish Railway System,149,Kurdistan Workers' Party (PKK),Unknown,1.0,0,0.0,0.0,2,16.0,1.0,0.0,0.0,4.0,0.0,0.0,1,0.0,0,0,0,1998-06-03,2191,5893,18,103,8982
199806040001,0,6,10,181,36.72398,3.670848,1.0,0,0.0,0.0,1,0,2,3,National Gendarmerie,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by weakening security forces defending the 'apostate' Algerian government.,,0,0.0,0.0,2,16.0,3.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,1998-06-04,2192,2377,12,71,6932
199806040002,0,6,10,160,36.466667,2.683333,1.0,0,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Armed Islamic Group (GIA),Part of a campaign by the GIA to destabilize Algeria by killing civilians at random.,1.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,10.0,0.0,0.0,-9,0.0,0,0,0,1998-06-04,2193,3725,13,83,2052
199806110001,0,6,10,92,36.332778,2.301389,1.0,0,0.0,0.0,1,0,2,19,Passenger train,2,Armed Islamic Group (GIA),Part of a GIA campaign to destabilize Algeria by sabotaging transportation and killing civilians at random.,1.0,0,0.0,0.0,2,16.0,12.0,0.0,0.0,21.0,0.0,0.0,1,0.0,0,0,0,1998-06-11,2196,111,18,103,7303
199806140002,0,6,10,254,36.35,1.016667,1.0,0,0.0,0.0,1,0,0,2,Secretary General and mayor of Moussadek,2,Algerian Islamic Extremists,The specific reason why the Secretary General and mayor were targeted are unknown.,,0,0.0,0.0,4,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,0,0,1998-06-14,2197,3723,6,28,-1
199806170001,0,6,10,650,36.057981,2.943878,1.0,1,0.0,0.0,1,0,0,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Algerian Islamic extremists to destabilize the country by killing civilians at random.,,0,0.0,0.0,6,23.0,13.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,0,0,1998-06-17,2199,2190,13,83,2095
199806190002,0,6,10,650,36.057981,2.943878,1.0,1,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by killing civilians at random.,,0,0.0,0.0,2,16.0,6.0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,1998-06-19,2200,2190,13,83,2050
199806200001,1,213,11,705,2.771679,32.288421,1.0,0,0.0,0.0,1,0,0,1,Town of Gulu,150,Lord's Resistance Army (LRA),Unknown,1.0,0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,1998-06-20,2201,2147,2,-1,3379
199806200002,0,6,10,974,35.407139,8.120864,2.0,1,0.0,0.0,1,0,2,14,Algerian farmers,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by targeting farmers at random.,,0,0.0,0.0,2,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,1998-06-20,2202,5406,13,83,2115
199806200003,0,6,10,565,35.379565,3.908816,1.0,1,0.0,0.0,1,0,2,21,Natural gas pipeline,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by sabotaging energy resources which were vital to the nation's economy.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,1998-06-20,2203,5087,20,25,5235
199806250001,0,185,8,124,43.311307,-1.900896,1.0,0,0.0,0.0,1,0,2,2,Councilor of the Popular Party,133,Basque Fatherland and Freedom (ETA),Unknown,0.0,0,0.0,1.0,2,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,1,0,1998-06-25,2209,4624,6,76,6393
